pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Czy na odmowę przywrócenia terminu przysługuje zażalenie?,"Tak, z wyjątkiem przypadków dotyczących terminu do odwołania lub zażalenia rozstrzyganych przez organ właściwy do ich rozpoznania",Nie nigdy,Zawsze skarga kasacyjna,Wyłącznie sprzeciw,1,Art. 59 rozróżnia tryb zaskarżenia zależnie od rodzaju terminu.
W jaki sposób może być wszczęte postępowanie administracyjne?,Wyłącznie na żądanie strony,Na żądanie strony lub z urzędu,Wyłącznie z urzędu,Tylko na polecenie organu wyższego stopnia,2,Art. 61 § 1 przewiduje oba sposoby wszczęcia.
"Czy organ może ze względu na szczególnie ważny interes strony wszcząć z urzędu postępowanie, które co do zasady wymaga jej żądania?",Nie,Tak bez zgody strony,"Tak, musi jednak uzyskać zgodę strony w toku postępowania",Wyłącznie za zgodą sądu,3,"Art. 61 § 2 dopuszcza takie wszczęcie, ale wymaga zgody strony."
"Co robi organ, jeśli strona nie wyrazi zgody na prowadzenie z urzędu sprawy wymagającej jej żądania?",Wydaje decyzję odmowną,Kontynuuje bez zgody,Przekazuje sprawę sądowi,Umarza postępowanie,4,Art. 61 § 2 przewiduje umorzenie w razie braku zgody.
Jaka jest data wszczęcia postępowania na żądanie strony?,Dzień doręczenia żądania organowi,Dzień sporządzenia wniosku,Dzień nadania przesyłki w każdym przypadku,Dzień pierwszej czynności organu,1,Art. 61 § 3 wiąże wszczęcie z dniem doręczenia żądania organowi.
Czy organ zawiadamia wszystkie osoby będące stronami o wszczęciu postępowania z urzędu lub na żądanie jednej ze stron?,Nie,Tak,Tylko stronę wnioskującą,Wyłącznie pełnomocników,2,Art. 61 § 4 nakazuje zawiadomić wszystkie strony.
"Co robi organ, gdy żądanie wszczęcia postępowania pochodzi od osoby niebędącej stroną lub z innych przyczyn postępowanie nie może być wszczęte?",Wydaje decyzję co do istoty,Pozostawia bez odpowiedzi,Wydaje postanowienie o odmowie wszczęcia postępowania,Przekazuje sprawę sądowi,3,Art. 61a § 1 przewiduje postanowienie o odmowie wszczęcia.
Czy na postanowienie o odmowie wszczęcia postępowania przysługuje zażalenie?,Nie,Wyłącznie skarga do sądu,Tylko odwołanie,Tak,4,Art. 61a § 2 przewiduje zażalenie.
"Czy w toku postępowania organ powinien informować strony o możliwości mediacji, jeśli charakter sprawy na to pozwala?",Tak,Nie,Wyłącznie w postępowaniu odwoławczym,Tylko na wniosek mediatora,1,Art. 61 § 5 wiąże wszczęcie z informowaniem o możliwości mediacji w odpowiednich sprawach.
W jakiej formie mogą być wnoszone podania?,Wyłącznie na papierze,"M.in. na piśmie, telegraficznie, za pomocą telefaksu, ustnie do protokołu lub elektronicznie zgodnie z przepisami",Wyłącznie ustnie,Tylko przez pełnomocnika,2,Art. 63 § 1 dopuszcza różne formy wnoszenia podań.
Co powinno co najmniej zawierać podanie?,Wyłącznie podpis,Tylko numer PESEL,"Wskazanie osoby, od której pochodzi, jej adres oraz żądanie",Wyłącznie podstawę prawną,3,Art. 63 § 2 określa minimalne elementy podania.
"Co robi organ, gdy w podaniu nie wskazano adresu wnoszącego i nie można go ustalić?",Wzywa zawsze przez obwieszczenie,Umorza postępowanie decyzją,Przekazuje podanie do policji,Pozostawia podanie bez rozpoznania,4,Art. 64 § 1 przewiduje pozostawienie podania bez rozpoznania.
Jaki termin organ wyznacza na usunięcie innych braków podania?,Nie krótszy niż 7 dni,Dokładnie 3 dni,Nie krótszy niż 14 dni,Zawsze 30 dni,1,Art. 64 § 2 przewiduje termin nie krótszy niż siedem dni.
Jaki skutek ma nieusunięcie braków podania w wyznaczonym terminie?,Automatyczna odmowa decyzją,Pozostawienie podania bez rozpoznania,Przekazanie do organu wyższego stopnia,Uznanie żądania za uwzględnione,2,Art. 64 § 2 przewiduje pozostawienie podania bez rozpoznania.
"Co robi organ niewłaściwy, do którego wniesiono podanie?",Zawsze zwraca podanie,Rozpoznaje sprawę mimo braku właściwości,"Niezwłocznie przekazuje je właściwemu organowi, zawiadamiając wnoszącego",Umorza postępowanie,3,Art. 65 § 1 nakazuje przekazać podanie właściwemu organowi.
Czy podanie wniesione przed upływem terminu do organu niewłaściwego uważa się za wniesione z zachowaniem terminu?,Nie,Tylko gdy chodzi o odwołanie,Wyłącznie jeśli organ właściwy jest w tej samej miejscowości,Tak,4,Art. 65 § 2 chroni termin w takim przypadku.
"Co robi organ, gdy podanie dotyczy kilku spraw podlegających różnym organom?","Rozpoznaje sprawy należące do jego właściwości i zawiadamia wnoszącego, że w pozostałych powinien wnieść odrębne podanie do właściwego organu",Przekazuje całe podanie jednemu organowi,Odrzuca całe podanie,Wybiera organ według uznania,1,Art. 66 § 1 przewiduje rozdzielenie spraw według właściwości.
Czy w aktach sprawy zakłada się metrykę sprawy?,Nie,"Tak, z wyjątkami określonymi w przepisach",Tylko w postępowaniu odwoławczym,Wyłącznie na żądanie strony,2,Art. 66a § 1 przewiduje metrykę sprawy.
"Czy organ sporządza protokół z każdej czynności postępowania mającej istotne znaczenie dla rozstrzygnięcia sprawy, jeśli nie została utrwalona inaczej na piśmie?",Nie,Tylko z rozprawy,Tak,Wyłącznie z przesłuchania świadka,3,Art. 67 § 1 nakazuje zwięzłe protokołowanie istotnych czynności.
Czy z przesłuchania świadka sporządza się protokół?,Nie,Tylko gdy świadek tego zażąda,Wyłącznie w postępowaniu odwoławczym,Tak,4,Art. 67 § 2 wymienia przesłuchanie świadka wśród czynności protokołowanych.
Czy z oględzin i ekspertyz dokonywanych z udziałem przedstawiciela organu sporządza się protokół?,Tak,Nie,Tylko z ekspertyzy,Wyłącznie gdy jest biegły,1,Art. 67 § 2 przewiduje protokół z tych czynności.
Czy protokół powinien być odczytany osobom biorącym udział w czynności przed podpisaniem?,Nie,Tak,Tylko świadkom,Wyłącznie stronie,2,Art. 68 § 2 przewiduje odczytanie protokołu przed podpisaniem.
"Jak utrwala się czynności organu, z których nie sporządza się protokołu, a mają znaczenie dla sprawy?",Nie utrwala się ich,Wyłącznie nagraniem,W drodze adnotacji podpisanej przez pracownika,W osobnej decyzji,3,Art. 72 przewiduje utrwalanie takich czynności w aktach przez adnotację.
Czy strona ma prawo wglądu w akta sprawy?,Nie,Tylko po wydaniu decyzji,Wyłącznie za zgodą innych stron,Tak,4,Art. 73 § 1 przyznaje stronie prawo wglądu w akta.
Czy prawo wglądu w akta przysługuje również po zakończeniu postępowania?,Tak,Nie,Tylko przez rok,Wyłącznie po wniesieniu odwołania,1,"Art. 73 § 1 wskazuje, że prawo to przysługuje także po zakończeniu postępowania."
"Czy strona może sporządzać notatki, kopie lub odpisy akt?",Nie,Tak,Wyłącznie za opłatą w każdym przypadku,Tylko pełnomocnik profesjonalny,2,Art. 73 § 1 przyznaje takie uprawnienia.
"Czy strona może żądać uwierzytelnienia odpisów lub kopii akt, jeśli uzasadnia to ważny interes strony?",Nie,Tylko na polecenie sądu,Tak,Wyłącznie gdy akta są elektroniczne,3,Art. 73 § 2 przewiduje możliwość żądania uwierzytelnionych odpisów lub kopii.
Czy prawo wglądu w akta obejmuje akta zawierające informacje niejawne o klauzuli tajności „tajne” lub „ściśle tajne”?,Tak,Tylko po zgodzie strony przeciwnej,Wyłącznie w postępowaniu odwoławczym,Nie,4,Art. 74 § 1 wyłącza takie akta z prawa wglądu.
W jakiej formie odmawia się stronie umożliwienia wglądu w akta?,W drodze postanowienia,W drodze decyzji,Ustnie bez utrwalenia,W formie zarządzenia,1,Art. 74 § 2 przewiduje postanowienie.
Czy na postanowienie o odmowie wglądu w akta przysługuje zażalenie?,Nie,Tak,Wyłącznie odwołanie,Tylko skarga do sądu,2,Art. 74 § 2 przewiduje zażalenie.
Co może być dowodem w postępowaniu administracyjnym?,Wyłącznie dokument urzędowy,Tylko zeznania świadków,"Wszystko, co może przyczynić się do wyjaśnienia sprawy i nie jest sprzeczne z prawem",Wyłącznie opinia biegłego,3,Art. 75 § 1 przyjmuje otwarty katalog środków dowodowych.
Jakie środki dowodowe KPA wymienia przykładowo?,Wyłącznie dokumenty i świadków,Tylko nagrania i fotografie,Wyłącznie dokumenty urzędowe,"Dokumenty, zeznania świadków, opinie biegłych oraz oględziny",4,Art. 75 § 1 wymienia te środki jako przykłady.
"Czy organ może odebrać od strony oświadczenie pod rygorem odpowiedzialności za fałszywe zeznania, gdy przepis nie wymaga urzędowego potwierdzenia faktów?","Tak, jeżeli strona wnosi o to",Nie,Wyłącznie za zgodą prokuratora,Tylko w postępowaniu odwoławczym,1,Art. 75 § 2 dopuszcza oświadczenie strony pod rygorem odpowiedzialności za fałszywe zeznania.
Jaką moc dowodową mają dokumenty urzędowe sporządzone w przepisanej formie przez powołane do tego organy?,Nie mają szczególnej mocy,"Stanowią dowód tego, co zostało w nich urzędowo stwierdzone",Są zawsze niepodważalne,Wymagają potwierdzenia przez dwóch świadków,2,Art. 76 § 1 określa moc dowodową dokumentów urzędowych.
Czy przeciwko treści dokumentu urzędowego można przeprowadzić dowód?,Nie,Tylko w sądzie powszechnym,Tak,"Wyłącznie za zgodą organu, który go wydał",3,Art. 76 § 3 dopuszcza dowód przeciwko treści dokumentu urzędowego.
Kto jest obowiązany w sposób wyczerpujący zebrać i rozpatrzyć cały materiał dowodowy?,Wyłącznie strona,Tylko biegły,Organ odwoławczy dopiero po odwołaniu,Organ administracji publicznej,4,Art. 77 § 1 nakłada ten obowiązek na organ.
"Czy organ może w każdym czasie zmienić, uzupełnić lub uchylić postanowienie dotyczące przeprowadzenia dowodu?",Tak,Nie,Tylko za zgodą strony,Wyłącznie przed pierwszą rozprawą,1,Art. 77 § 2 dopuszcza zmianę postanowienia dowodowego.
Czy organ może pominąć żądanie dowodowe strony dotyczące okoliczności już stwierdzonej innymi dowodami?,Nie nigdy,"Tak, jeśli żądanie dotyczy okoliczności już stwierdzonej zgodnie z twierdzeniem strony",Tak zawsze bez uzasadnienia,Tylko za zgodą strony przeciwnej,2,Art. 78 § 2 pozwala nie uwzględnić takiego żądania.
"Czy strona powinna być zawiadomiona o miejscu i terminie przeprowadzenia dowodu ze świadków, biegłych lub oględzin?","Tak, co najmniej 3 dni przed terminem",Nie,"Tak, co najmniej 7 dni przed terminem",Tylko na jej wniosek,3,Art. 79 § 1 przewiduje co najmniej siedmiodniowe wyprzedzenie.
Czy strona ma prawo brać udział w przeprowadzaniu dowodu?,Nie,Tylko przez pełnomocnika,Wyłącznie przy oględzinach,Tak,4,Art. 79 § 2 przyznaje stronie prawo udziału w przeprowadzaniu dowodu.
"Czy strona może zadawać pytania świadkom, biegłym i innym stronom oraz składać wyjaśnienia?",Tak,Nie,Tylko za zgodą organu odwoławczego,Wyłącznie w postępowaniu sądowym,1,Art. 79 § 2 przewiduje takie uprawnienia strony.
"Kiedy organ przed wydaniem decyzji wskazuje stronie zależne od niej niespełnione przesłanki, które mogą skutkować decyzją niezgodną z jej żądaniem?",Zawsze w każdej sprawie,Gdy postępowanie zostało wszczęte na żądanie strony i spełnione są warunki art. 79a,Nigdy,Wyłącznie po wniesieniu odwołania,2,Art. 79a służy umożliwieniu stronie uzupełnienia brakujących przesłanek przed decyzją.
"Jak organ ocenia, czy dana okoliczność została udowodniona?",Wyłącznie na podstawie dokumentów,Według stanowiska strony,Na podstawie całokształtu materiału dowodowego,Na podstawie opinii organu wyższego stopnia,3,Art. 80 ustanawia zasadę swobodnej oceny dowodów.
Czy fakt powszechnie znany wymaga dowodu?,Tak zawsze,Tylko gdy kwestionuje go strona,Wyłącznie w postępowaniu odwoławczym,Nie,4,"Art. 77 § 4 stanowi, że fakty powszechnie znane nie wymagają dowodu."
Czy fakty znane organowi z urzędu wymagają zakomunikowania stronie?,Tak,Nie,Tylko jeśli są niekorzystne dla strony,Wyłącznie na rozprawie,1,Art. 77 § 4 nakazuje zakomunikować stronie fakty znane organowi z urzędu.
Kto co do zasady nie może być świadkiem?,Każdy członek rodziny strony,Osoby niezdolne do spostrzegania lub komunikowania swych spostrzeżeń,Każdy pracownik urzędu,Osoba pełnoletnia,2,Art. 82 pkt 1 wyłącza osoby niezdolne do spostrzegania lub komunikowania spostrzeżeń.
Czy duchowny może być świadkiem co do faktów objętych tajemnicą spowiedzi?,Tak,Tylko za zgodą strony,Nie,Wyłącznie przed organem odwoławczym,3,Art. 82 pkt 3 wyłącza duchownych co do faktów objętych tajemnicą spowiedzi.
"Czy świadek może odmówić zeznań, jeżeli stroną jest jego małżonek?",Nie,Tylko po rozwodzie,Wyłącznie za zgodą organu,Tak,4,Art. 83 § 1 przyznaje prawo odmowy zeznań m.in. małżonkowi strony.
Czy prawo odmowy zeznań trwa po ustaniu małżeństwa?,Tak,Nie,Tylko przez rok,Wyłącznie do wydania decyzji,1,"Art. 83 § 1 stanowi, że prawo odmowy zeznań trwa także po ustaniu małżeństwa."
Kiedy świadek może odmówić odpowiedzi na pytanie?,Zawsze,"Gdy odpowiedź mogłaby narazić jego lub bliskich na odpowiedzialność karną, hańbę lub bezpośrednią szkodę majątkową albo naruszyć chronioną tajemnicę zawodową",Tylko gdy pytanie jest niewygodne,Wyłącznie gdy ma pełnomocnika,2,Art. 83 § 2 określa przypadki odmowy odpowiedzi.
Czy przed odebraniem zeznania organ uprzedza świadka o prawie odmowy i odpowiedzialności za fałszywe zeznania?,Nie,Tylko na wniosek świadka,Tak,Wyłącznie w sprawach karnych,3,Art. 83 § 3 przewiduje takie uprzedzenie.
Kiedy organ może powołać biegłego?,Zawsze,Tylko na żądanie strony,Wyłącznie w sprawach budowlanych,Gdy w sprawie wymagane są wiadomości specjalne,4,"Art. 84 § 1 pozwala zasięgnąć opinii biegłego, gdy potrzebne są wiadomości specjalne."
Czy do biegłego stosuje się przepisy dotyczące wyłączenia pracownika?,"Tak, odpowiednio",Nie,Tylko w postępowaniu odwoławczym,Wyłącznie gdy biegły jest pracownikiem urzędu,1,Art. 84 § 2 odsyła odpowiednio do przepisów o wyłączeniu.
Kiedy organ może przeprowadzić oględziny?,Nigdy,Gdy zachodzi potrzeba bezpośredniego zbadania przedmiotu,Tylko na wniosek strony,Wyłącznie w sprawach nieruchomości,2,"Art. 85 przewiduje oględziny, gdy są potrzebne dla wyjaśnienia sprawy."
Czy strona może być przesłuchana jako dowód?,Nie,Zawsze jako pierwszy dowód,"Tak, gdy po wyczerpaniu innych środków dowodowych pozostały niewyjaśnione fakty istotne dla sprawy",Wyłącznie w postępowaniu uproszczonym,3,Art. 86 dopuszcza przesłuchanie strony pomocniczo po wyczerpaniu innych środków.
"Czy osoba obowiązana do okazania przedmiotu oględzin, która bez uzasadnienia odmawia, może zostać ukarana grzywną?",Nie,Tylko gdy jest świadkiem,Wyłącznie przez sąd,Tak,4,Art. 88 przewiduje grzywnę za nieuzasadnioną odmowę udziału w czynności lub okazania przedmiotu.
Kiedy organ przeprowadza rozprawę administracyjną?,"Gdy zapewni to przyspieszenie lub uproszczenie postępowania, osiągnięcie celu wychowawczego albo gdy wymaga tego przepis prawa",Zawsze w każdej sprawie,Tylko na wniosek strony,Wyłącznie w postępowaniu odwoławczym,1,Art. 89 § 1 wskazuje przesłanki przeprowadzenia rozprawy.
"Czy rozprawę należy przeprowadzić, gdy zachodzi potrzeba uzgodnienia interesów stron lub wyjaśnienia sprawy przy udziale świadków, biegłych albo w drodze oględzin?",Nie,Tak,Tylko jeśli strony są co najmniej trzy,Wyłącznie na żądanie biegłego,2,Art. 89 § 2 przewiduje rozprawę w takich sytuacjach.
Kto kieruje rozprawą?,Zawsze kierownik organu,Najstarsza strona,Wyznaczony do przeprowadzenia rozprawy pracownik organu,Biegły,3,Art. 93 przewiduje kierowanie rozprawą przez wyznaczonego pracownika.
Czy nieobecność prawidłowo wezwanej strony na rozprawie zawsze uniemożliwia jej przeprowadzenie?,Tak,Tylko gdy strona ma pełnomocnika,Wyłącznie w sprawach wszczętych z urzędu,Nie,4,Art. 94 przewiduje możliwość przeprowadzenia rozprawy mimo nieobecności prawidłowo wezwanych osób.
"Czy kierujący rozprawą może uchylić pytanie zadane świadkowi, jeśli nie ma ono istotnego znaczenia dla sprawy?",Tak,Nie,Tylko za zgodą strony przeciwnej,Wyłącznie na wniosek biegłego,1,Art. 95 pozwala uchylać pytania niemające istotnego znaczenia dla sprawy.
Czy za niewłaściwe zachowanie podczas rozprawy można nałożyć grzywnę?,Nie,Tak,Wyłącznie na świadka,Tylko przez sąd,2,Art. 96 przewiduje grzywnę za niewłaściwe zachowanie podczas rozprawy.
Kiedy w toku postępowania może być przeprowadzona mediacja?,Zawsze obowiązkowo,Tylko w postępowaniu odwoławczym,Jeżeli pozwala na to charakter sprawy,Wyłącznie w sprawach podatkowych,3,"Art. 96a § 1 dopuszcza mediację, gdy pozwala na to charakter sprawy."
Czy mediacja jest dobrowolna?,Nie,Tylko dla organu,Wyłącznie dla strony wnioskującej,Tak,4,Art. 96a § 2 ustanawia dobrowolność mediacji.
Kto może uczestniczyć w mediacji?,Organ prowadzący postępowanie i strona albo strony postępowania,Wyłącznie strony bez organu,Tylko mediator i organ,Wyłącznie organizacja społeczna,1,Art. 96a określa możliwych uczestników mediacji.
Jaki jest cel mediacji?,Zastąpienie postępowania sądowego,Wyjaśnienie i rozważenie okoliczności faktycznych i prawnych oraz dokonanie ustaleń co do załatwienia sprawy w granicach prawa,Ustalenie winy karnej,Wyłącznie obniżenie kosztów,2,Art. 96a § 3 określa cel mediacji.
Czy mediator powinien być bezstronny?,Nie,Tylko gdy wskazał go organ,Tak,Wyłącznie w mediacji między stronami,3,Art. 96g wymaga bezstronności mediatora.
Czy mediatorem może być pracownik organu prowadzącego postępowanie?,Tak zawsze,Tylko kierownik organu,"Tak, jeśli strony wyrażą zgodę",Nie,4,Art. 96f wyłącza pracownika organu prowadzącego postępowanie z roli mediatora.
Czy mediacja jest jawna?,Nie,Tak,Tylko dla innych stron,Wyłącznie w postępowaniu odwoławczym,1,Art. 96j ustanawia niejawność mediacji.
Czy uczestnicy mediacji mogą co do zasady wykorzystywać informacje poznane podczas mediacji poza nią?,Tak zawsze,"Nie, chyba że uczestnicy postanowią inaczej",Tylko organ może,Wyłącznie za zgodą sądu,2,Art. 96j chroni poufność informacji z mediacji.
Kto sporządza protokół z przebiegu mediacji?,Organ prowadzący postępowanie,Strona wnioskująca,Mediator,Biegły,3,Art. 96m powierza sporządzenie protokołu mediatorowi.
Czy ustalenia zawarte w protokole mediacji są dla organu wiążące bezwarunkowo?,Tak zawsze,"Tak, nawet gdy są sprzeczne z prawem",Tylko gdy zatwierdzi je sąd,"Nie, organ załatwia sprawę zgodnie z ustaleniami tylko w granicach obowiązującego prawa",4,Art. 96n wiąże wykorzystanie ustaleń mediacji z ich zgodnością z prawem.
Czy śmierć strony może prowadzić do obligatoryjnego zawieszenia postępowania?,"Tak, gdy wezwanie spadkobierców nie jest możliwe i postępowanie nie podlega umorzeniu jako bezprzedmiotowe",Nie,Zawsze do końca roku,Wyłącznie na wniosek organu wyższego stopnia,1,Art. 97 § 1 przewiduje zawieszenie w ustawowych przypadkach związanych m.in. ze śmiercią strony.
"Czy organ zawiesza postępowanie, gdy rozstrzygnięcie sprawy zależy od uprzedniego rozstrzygnięcia zagadnienia wstępnego przez inny organ lub sąd?",Nie,Tak,Tylko na wniosek strony,Wyłącznie w postępowaniu odwoławczym,2,Art. 97 § 1 pkt 4 przewiduje obligatoryjne zawieszenie w razie zagadnienia wstępnego.
"Czy organ może zawiesić postępowanie na wniosek strony, na której żądanie zostało wszczęte?",Nie,Tak bez żadnych warunków,"Tak, jeśli nie sprzeciwiają się temu inne strony i nie zagraża to interesowi społecznemu",Wyłącznie na okres 30 dni,3,Art. 98 § 1 przewiduje fakultatywne zawieszenie na wniosek strony.
"Co może się stać, jeśli w ciągu 3 lat od zawieszenia na wniosek strony żadna ze stron nie zażąda podjęcia postępowania?",Postępowanie automatycznie kończy się decyzją pozytywną,Organ musi podjąć je z urzędu,Termin nie ma żadnego znaczenia,Żądanie wszczęcia postępowania uważa się za wycofane,4,Art. 98 § 2 przewiduje skutek wycofania żądania po 3 latach.
Czy w czasie zawieszenia organ może podejmować czynności niezbędne dla zapobieżenia niebezpieczeństwu dla życia lub zdrowia albo poważnym szkodom dla interesu społecznego?,Tak,Nie,Tylko za zgodą strony,Wyłącznie po zgodzie organu wyższego stopnia,1,Art. 102 pozwala na niezbędne czynności ochronne mimo zawieszenia.
W jakiej formie organ rozstrzyga o zawieszeniu lub odmowie podjęcia zawieszonego postępowania?,W drodze decyzji,W drodze postanowienia,W formie zarządzenia,Ustnie,2,Art. 101 przewiduje postanowienie.
Czy na postanowienie w sprawie zawieszenia postępowania lub odmowy jego podjęcia przysługuje zażalenie?,Nie,Tylko skarga do sądu,Tak,Wyłącznie odwołanie,3,Art. 101 § 3 przewiduje zażalenie w ustawowym zakresie.
W jakiej formie organ co do zasady załatwia sprawę administracyjną?,Przez uchwałę,Przez zarządzenie,Wyłącznie przez postanowienie,Przez wydanie decyzji,4,"Art. 104 § 1 stanowi, że organ załatwia sprawę przez decyzję, chyba że kodeks stanowi inaczej."
Co rozstrzyga decyzja administracyjna?,Sprawę co do istoty w całości lub części albo w inny sposób kończy sprawę w danej instancji,Wyłącznie kwestie dowodowe,Tylko terminy procesowe,Wyłącznie koszty,1,Art. 104 § 2 określa funkcję decyzji.
Kiedy organ wydaje decyzję o umorzeniu postępowania?,Zawsze na wniosek strony,Gdy postępowanie stało się bezprzedmiotowe w całości lub części,Po każdej negatywnej opinii,Gdy sprawa jest skomplikowana,2,Art. 105 § 1 przewiduje umorzenie z powodu bezprzedmiotowości.
"Czy organ może umorzyć postępowanie na żądanie strony, która je wszczęła?",Nie,Tak zawsze,"Tak, jeśli inne strony się nie sprzeciwiają i nie jest to sprzeczne z interesem społecznym",Wyłącznie po zgodzie organu wyższego stopnia,3,Art. 105 § 2 przewiduje fakultatywne umorzenie na żądanie strony pod wskazanymi warunkami.
W jakim terminie organ współdziałający powinien co do zasady zająć stanowisko przed wydaniem decyzji?,W ciągu 7 dni,W ciągu miesiąca,W ciągu dwóch miesięcy,Nie później niż w ciągu 2 tygodni,4,"Art. 106 § 3 przewiduje termin dwóch tygodni, chyba że przepis prawa stanowi inaczej."
Czy na postanowienie innego organu wyrażające opinię lub zgodę wymaganą przed wydaniem decyzji (art. 106) przysługuje zażalenie?,Tak,Nie,Wyłącznie odwołanie,Tylko skarga do sądu,1,Art. 106 § 5 przewiduje zażalenie.
Czy decyzja powinna zawierać oznaczenie organu i strony?,Nie,Tak,Tylko oznaczenie organu,Wyłącznie oznaczenie strony,2,Art. 107 § 1 wymienia oznaczenie organu i strony wśród elementów decyzji.
Czy decyzja powinna zawierać podstawę prawną i rozstrzygnięcie?,Nie,Tylko rozstrzygnięcie,Tak,Podstawa prawna jest fakultatywna,3,Art. 107 § 1 wymaga powołania podstawy prawnej oraz rozstrzygnięcia.
Czy decyzja co do zasady powinna zawierać uzasadnienie faktyczne i prawne?,Nie,Wyłącznie decyzja odmowna,Tylko decyzja organu odwoławczego,Tak,4,Art. 107 § 1 pkt 6 ustanawia zasadę uzasadnienia faktycznego i prawnego.
Kiedy organ może odstąpić od uzasadnienia decyzji?,"Gdy decyzja w całości uwzględnia żądanie strony, z wyjątkami wskazanymi w KPA",Zawsze,Nigdy,Wyłącznie w decyzji odwoławczej,1,"Art. 107 § 4 dopuszcza odstąpienie od uzasadnienia przy pełnym uwzględnieniu żądania, z wyjątkami."
Czy decyzja powinna zawierać pouczenie o odwołaniu i prawie zrzeczenia się odwołania?,Nie,Tak,Tylko decyzja odmowna,Wyłącznie decyzja organu samorządowego,2,Art. 107 § 1 pkt 7 wymaga odpowiedniego pouczenia.
Kiedy decyzji nieostatecznej można nadać rygor natychmiastowej wykonalności?,Wyłącznie gdy strona wniesie odwołanie,Zawsze z urzędu,M.in. gdy jest to niezbędne dla ochrony zdrowia lub życia albo ze względu na inny interes społeczny lub wyjątkowo ważny interes strony,Tylko w sprawach podatkowych,3,Art. 108 § 1 określa przesłanki rygoru natychmiastowej wykonalności.
Czy rygor natychmiastowej wykonalności może zostać nadany po wydaniu decyzji?,Nie,Tylko w nowej decyzji,Wyłącznie przez organ odwoławczy,"Tak, w drodze postanowienia",4,Art. 108 § 2 dopuszcza nadanie rygoru po wydaniu decyzji w drodze postanowienia.
Czy na postanowienie nadające rygor natychmiastowej wykonalności po wydaniu decyzji przysługuje zażalenie?,Tak,Nie,Tylko odwołanie,Wyłącznie skarga do sądu,1,Art. 108 § 2 przewiduje zażalenie.
"Od jakiego momentu organ, który wydał decyzję, jest nią związany?",Od chwili podpisania,Od chwili jej doręczenia lub ogłoszenia,Od upływu terminu odwołania,Od dnia wszczęcia postępowania,2,Art. 110 § 1 określa moment związania organu decyzją.
W jakim terminie strona może żądać uzupełnienia decyzji co do rozstrzygnięcia lub pouczenia?,W ciągu 7 dni,W ciągu miesiąca,W ciągu 14 dni od doręczenia lub ogłoszenia decyzji,W ciągu 3 dni,3,Art. 111 § 1 przewiduje termin 14 dni.
Czy organ może z urzędu uzupełnić lub sprostować decyzję w zakresie pouczenia lub rozstrzygnięcia?,Nie,Tak bez ograniczenia czasu,Wyłącznie na polecenie sądu,"Tak, w terminie 14 dni od doręczenia lub ogłoszenia decyzji",4,Art. 111 § 1a dopuszcza uzupełnienie lub sprostowanie z urzędu w terminie 14 dni.
Jaki skutek ma błędne pouczenie co do prawa odwołania lub skargi?,"Nie może szkodzić stronie, która się do niego zastosowała",Powoduje nieważność decyzji,Pozbawia stronę prawa odwołania,Nie ma żadnego znaczenia,1,"Art. 112 chroni stronę, która zastosowała się do błędnego pouczenia."
W jakiej formie organ prostuje błędy pisarskie i rachunkowe w decyzji?,W drodze nowej decyzji,W drodze postanowienia,W formie uchwały,Ustnie,2,Art. 113 § 1 przewiduje postanowienie.
Czy na postanowienie w sprawie sprostowania błędów lub wyjaśnienia treści decyzji przysługuje zażalenie?,Nie,Wyłącznie odwołanie,Tak,Tylko skarga do sądu,3,Art. 113 § 3 przewiduje zażalenie.
Kiedy strony mogą zawrzeć ugodę administracyjną?,Zawsze,Tylko w postępowaniu odwoławczym,Wyłącznie przed sądem,Gdy charakter sprawy na to pozwala i przepisy szczególne się temu nie sprzeciwiają,4,Art. 114 dopuszcza ugodę przy spełnieniu tych warunków.
Do kiedy można zawrzeć ugodę przed organem administracji?,Do czasu wydania przez organ decyzji w sprawie,Tylko przed wszczęciem postępowania,Wyłącznie po decyzji,Do upływu terminu odwołania,1,Art. 115 pozwala zawrzeć ugodę w pierwszej instancji lub odwoławczej do czasu wydania decyzji.
"Czy ugoda wymaga zatwierdzenia przez organ, przed którym została zawarta?",Nie,Tak,Tylko gdy dotyczy nieruchomości,Wyłącznie w postępowaniu odwoławczym,2,Art. 118 § 1 wymaga zatwierdzenia ugody.
Kiedy organ odmawia zatwierdzenia ugody?,Tylko gdy jedna strona zmieni zdanie,Wyłącznie gdy organ odwoławczy się nie zgadza,"M.in. gdy jest sprzeczna z prawem, narusza interes społeczny lub słuszny interes stron",Nigdy,3,Art. 118 § 3 określa przesłanki odmowy zatwierdzenia.
W jakim terminie powinno zostać wydane postanowienie o zatwierdzeniu lub odmowie zatwierdzenia ugody?,W ciągu 14 dni,W ciągu miesiąca,Nie ma terminu,W ciągu 7 dni od dnia zawarcia ugody,4,Art. 119 § 1 przewiduje termin siedmiu dni.
Jaki skutek wywołuje zatwierdzona ugoda?,Taki sam jak decyzja wydana w toku postępowania administracyjnego,Nie wywołuje skutków prawnych,Taki jak opinia biegłego,Wyłącznie skutek cywilnoprawny,1,Art. 121 zrównuje skutki zatwierdzonej ugody ze skutkami decyzji.
