pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Co powinien zrobić projektant przy nieistotnym odstąpieniu od zatwierdzonego projektu?,Wstrzymać roboty na trzy lata.,Dołączyć do dokumentacji budowy rysunek i opis odstąpienia.,Złożyć nowy wniosek o warunki zabudowy w każdej sprawie.,Wydać nową decyzję o pozwoleniu na budowę.,2,Art. 36a ust. 6 wymaga udokumentowania nieistotnej zmiany przez projektanta bez zmiany pozwolenia.
Czy zmiana liczby kondygnacji obiektu może być istotnym odstąpieniem od projektu?,"Tak, ale dopiero po oddaniu obiektu do użytkowania.","Tak, ustawa wymienia zmianę liczby kondygnacji.","Nie, liczba kondygnacji nie jest parametrem obiektu.","Nie, dotyczy tylko koloru elewacji.",2,Art. 36a ust. 5 pkt 2 lit. c wskazuje liczbę kondygnacji jako charakterystyczny parametr przy kwalifikacji zmiany.
"Kto odpowiada za geodezyjne wytyczenie obiektu, jeśli ustanowiono kierownika budowy?",Starosta zapewnia pomiary na koszt powiatu.,Kierownik budowy zapewnia wykonanie tego obowiązku.,"Wyłącznie inwestor, nawet gdy ma kierownika budowy.",Wojewódzki konserwator zabytków.,2,"Art. 43 ust. 1b przypisuje zapewnienie czynności geodezyjnych kierownikowi, a gdy go nie ustanowiono – inwestorowi."
Czy dziennik budowy musi mieć oddzielny numer w systemie EDB?,"Nie, wszystkie dzienniki inwestora mają jeden numer.","Tak, ale numer nadaje kierownik budowy poza systemem.","Tak, elektroniczny dziennik otrzymuje indywidualny numer.","Nie, numeruje się jedynie papierowy dziennik.",3,Art. 47h ust. 2 przewiduje indywidualny numer dla każdego wydanego elektronicznego dziennika budowy.
Co rejestruje dziennik budowy poza samym przebiegiem robót?,"Jedynie daty rozpoczęcia i zakończenia każdego etapu, bez zdarzeń technicznych.",Wyłącznie dane o dostawach materiałów i kosztach prowadzenia budowy.,"Decyzje organu wydane po zakończeniu użytkowania obiektu, bez wpisów z robót.",Zdarzenia istotne dla oceny technicznej prawidłowości robót.,4,"Art. 47a ust. 1 obejmuje zdarzenia i okoliczności w toku robót, które mają znaczenie techniczne."
Czy postanowienie o wstrzymaniu samowolnej budowy można wydać po jej zakończeniu?,"Nie, można wtedy wydać wyłącznie pozwolenie na budowę.","Nie, po zakończeniu budowy organ traci tę kompetencję.","Tak, przepis dopuszcza je również po zakończeniu budowy.","Tak, ale tylko gdy obiekt wpisano do rejestru zabytków.",3,Art. 48 ust. 5 pozwala wstrzymać w tym trybie także budowę już zakończoną.
"Co nakazuje organ w postanowieniu o wstrzymaniu samowolnej budowy, gdy istnieje zagrożenie życia?",Wstrzymanie robót bez obowiązku doraźnego zabezpieczenia zagrożonego terenu.,Jedynie wniesienie opłaty legalizacyjnej przed zabezpieczeniem obiektu.,Bezzwłoczne zabezpieczenie obiektu lub terenu i usunięcie zagrożenia.,Nakazanie rozbiórki bez wskazania środków usuwających bezpośrednie zagrożenie.,3,Art. 48 ust. 2 wymaga natychmiastowego zabezpieczenia i usunięcia stanu zagrożenia.
Czy na postanowienie o wstrzymaniu budowy z powodu samowoli przysługuje zażalenie?,"Nie, postanowienie nigdy nie podlega kontroli.","Tak, ustawa dopuszcza zażalenie.","Tak, ale tylko przez projektanta.","Nie, można je zaskarżyć dopiero po rozbiórce.",2,Art. 48 ust. 4 przewiduje zażalenie na postanowienie o wstrzymaniu samowolnej budowy.
Co sprawdza organ po przedłożeniu dokumentów legalizacyjnych?,Kompletność dokumentów oraz zgodność projektu zagospodarowania z przepisami.,"Wyłącznie wniesienie opłaty, bez sprawdzenia dokumentacji projektowej.","Zgodność dokumentów z umową inwestora, zamiast z przepisami budowlanymi.",Samą kompletność dokumentów bez kontroli projektu zagospodarowania.,1,"Art. 49 ust. 1 przewiduje kontrolę formalną i zgodności projektu zagospodarowania, w tym z przepisami techniczno-budowlanymi."
Co poprzedza wydanie decyzji o pozwoleniu na użytkowanie?,Samo podpisanie umowy z wykonawcą obiektu.,"Kontrola wymagana przez ustawę, po której organ rozstrzyga o użytkowaniu.",Wpis w gminnej ewidencji zabytków dla każdego obiektu.,Wyłącznie oświadczenie sąsiadów o braku sprzeciwu.,2,Art. 59 ust. 1 wiąże decyzję o pozwoleniu na użytkowanie z obowiązkową kontrolą przeprowadzaną przez organ nadzoru.
Kiedy organ nadzoru może nakazać kontrolę stanu technicznego i zażądać ekspertyzy?,Wyłącznie po wybudowaniu nowego obiektu obok.,"Gdy nieodpowiedni stan obiektu może zagrozić życiu, zdrowiu, mieniu lub środowisku.",Tylko gdy inwestor rezygnuje z nadzoru autorskiego.,Zawsze po każdej zmianie właściciela obiektu.,2,Art. 62 ust. 3 daje organowi takie uprawnienia przy możliwym zagrożeniu wynikającym ze stanu obiektu.
Co może być podstawą nakazu usunięcia nieprawidłowości przez organ nadzoru?,Sam fakt posiadania przez właściciela drugiej nieruchomości.,Samo używanie obiektu zgodnie z przeznaczeniem.,Samo niezadowolenie sąsiada z koloru ogrodzenia.,Użytkowanie obiektu w sposób zagrażający życiu lub zdrowiu ludzi.,4,"Art. 66 ust. 1 pkt 2 obejmuje zagrożenia powstałe przez sposób użytkowania, nie tylko zły stan techniczny."
Kiedy organ może zakazać użytkowania obiektu do czasu usunięcia nieprawidłowości?,Gdy właściciel nie przedłożył kosztorysu remontu pomimo wezwania.,"Gdy sam projekt budynku wymaga uzupełnienia, choć obiekt jest użytkowany bezpiecznie.",Gdy stwierdzono wyłącznie drobne usterki niewpływające na bezpieczeństwo.,Gdy zachodzą wskazane w ustawie zagrożenia lub zły stan techniczny.,4,Art. 66 ust. 2 pozwala zakazać użytkowania w sytuacjach związanych z zagrożeniem albo nieodpowiednim stanem technicznym.
Czy wygląd obiektu oszpecający otoczenie może skutkować nakazem usunięcia nieprawidłowości?,"Tak, ustawa wymienia oszpecenie otoczenia jako przesłankę decyzji.","Nie, organ zajmuje się wyłącznie zagrożeniem zawaleniem.","Nie, taki przypadek zawsze wymaga decyzji o rozbiórce.","Tak, ale tylko na wniosek sądu administracyjnego.",1,Art. 66 ust. 1 pkt 4 pozwala organowi nakazać poprawę stanu obiektu także z powodu oszpecenia otoczenia.
Czy zmiana sposobu użytkowania może dotyczyć tylko części budynku?,"Tak, ustawa obejmuje obiekt lub jego część.","Tak, ale wyłącznie części podziemnej.","Nie, zawsze musi dotyczyć całego obiektu.","Nie, dotyczy tylko nieruchomości gruntowej.",1,Art. 71 ust. 1 i 2 odnosi zmianę sposobu użytkowania również do części obiektu budowlanego.
Kiedy zgłoszona zmiana sposobu użytkowania traci możliwość realizacji bez nowego zgłoszenia?,Gdy upłynie 5 lat od pierwszego użytkowania obiektu.,Gdy upłyną 2 lata od doręczenia zgłoszenia bez dokonania zmiany.,Gdy upłynie 30 dni od sporządzenia projektu.,Gdy upłynie 14 dni od doręczenia zgłoszenia.,2,Art. 71 ust. 4 wymaga dokonania zmiany najpóźniej w ciągu 2 lat od doręczenia zgłoszenia.
Czy zmiana sposobu użytkowania naruszająca miejscowy plan może uzyskać milczącą zgodę?,"Tak, plan miejscowy nie dotyczy sposobu użytkowania.","Tak, jeśli użytkownik korzysta z lokalu od roku.","Tak, gdy zmiana nie wymaga robót budowlanych.","Nie, organ powinien wnieść sprzeciw wobec zmiany sprzecznej z planem.",4,"Art. 71 ust. 5 pkt 2 przewiduje sprzeciw, jeśli zamierzona zmiana narusza plan miejscowy lub odpowiednią decyzję planistyczną."
Co jest podstawową funkcją projektu zagospodarowania działki lub terenu?,Pokazuje usytuowanie obiektu i zagospodarowanie terenu objęte zamierzeniem.,Zastępuje wszystkie wymagane uzgodnienia konserwatorskie.,Określa wyłącznie wynagrodzenie wykonawcy robót.,Zawiera tylko instrukcję korzystania z urządzeń budowlanych.,1,Art. 34 ust. 3 pkt 1 określa projekt zagospodarowania działki lub terenu jako część projektu budowlanego dotyczącą terenu inwestycji.
Czy organ wydający pozwolenie sprawdza posiadanie uprawnień przez projektanta?,"Nie, wystarcza samo podpisanie dokumentacji.","Nie, sprawdza tylko doświadczenie wykonawcy.","Tak, sprawdza uprawnienia projektanta i projektanta sprawdzającego.","Tak, ale wyłącznie po zakończeniu budowy.",3,Art. 35 ust. 1 pkt 4 nakazuje organowi weryfikację odpowiednich uprawnień projektantów.
Który aspekt bezpieczeństwa konstrukcji wymienia Prawo budowlane wśród podstawowych wymagań?,Ochronę użytkowników przed hałasem i drganiami.,Bezpieczeństwo pożarowe i ograniczenie rozprzestrzeniania ognia.,Oszczędność energii i izolacyjność cieplną przegród.,Nośność i stateczność konstrukcji.,4,"Art. 5 ust. 1 pkt 1 wymaga, by obiekt spełniał m.in. wymagania nośności i stateczności."
Jaką potrzebę osób korzystających z budynku trzeba uwzględnić przy projektowaniu obiektów użyteczności publicznej?,Dostęp do budynku tylko dla osób z uprawnieniem do parkowania.,"Dostępność dla osób z niepełnosprawnościami, w tym osób starszych.",Bezpieczeństwo konstrukcji budynku bez zapewnienia dostępności wejścia.,Możliwość ewakuacji wyłącznie osób poruszających się bez pomocy.,2,Art. 5 ust. 1 pkt 4 nakazuje zapewnić warunki korzystania przez osoby z niepełnosprawnościami.
Co należy uwzględnić wobec osób trzecich w obszarze oddziaływania obiektu?,"Interesy właścicieli działek w całej gminie, niezależnie od obszaru oddziaływania.","Prawo osób trzecich do zatwierdzenia projektu, niezależnie od oddziaływania obiektu.","Wyłącznie ograniczenia w zabudowie wynikające z planu, bez prawa dostępu do drogi.","Ich uzasadnione interesy, w tym dostęp do drogi publicznej.",4,"Art. 5 ust. 1 pkt 9 chroni uzasadnione interesy osób trzecich, także dostęp do drogi."
Jak powinno się użytkować i utrzymywać obiekt budowlany?,"Zgodnie z przeznaczeniem, lecz bez obowiązku dbałości o stan techniczny.","Zgodnie z przeznaczeniem, bez nadmiernego pogarszania stanu technicznego.","W dowolny sposób, jeśli okres gwarancji wykonawcy już upłynął.","Zgodnie z projektem, ale bez uwzględnienia wymagań ochrony środowiska.",2,Art. 5 ust. 2 wymaga właściwego użytkowania i utrzymania stanu technicznego oraz estetycznego.
Przy jakiej skali docieplenia przegród zewnętrznych trzeba spełnić minimalne wymagania energetyczne dla przebudowy?,Gdy docieplenie obejmuje ponad 25% ich powierzchni.,"Gdy docieplenie obejmuje każdą powierzchnię, choćby 1%.",Gdy docieplenie obejmuje ponad 50% ich powierzchni.,Gdy docieplenie obejmuje ponad 10% ich powierzchni.,1,Art. 5 ust. 2b wyznacza próg ponad 25% powierzchni przegród zewnętrznych budynku.
Kiedy należy zrealizować odpowiednie zagospodarowanie działki dla planowanego obiektu?,"Po oddaniu obiektu do użytkowania, w czasie ustalonym przez zarządcę.",Przed oddaniem obiektu do użytkowania.,Dopiero w terminie wyznaczonym przy pierwszej kontroli okresowej.,"Przed złożeniem wniosku o pozwolenie, nawet jeśli obiekt nie powstał.",2,Art. 6 wymaga zaprojektowania zagospodarowania i realizacji go przed rozpoczęciem użytkowania.
Jak długo należy utrzymywać właściwy stan zagospodarowania działki związanego z obiektem?,Przez pierwszy rok po zakończeniu budowy.,Przez okres istnienia obiektu budowlanego.,Wyłącznie do dnia zakończenia robót budowlanych.,Do chwili sprzedaży obiektu pierwszemu nabywcy.,2,Art. 6 wymaga utrzymania zagospodarowania przez cały okres istnienia obiektu.
Co zalicza się do przepisów techniczno-budowlanych?,Zasady sporządzania wniosków i zgłoszeń kierowanych do organu.,Warunki zabudowy określane indywidualnie dla działki oraz miejscowy plan.,"Warunki techniczne obiektów i ich usytuowania, użytkowania oraz budowli ochronnych.",Warunki odbioru robót ustalone w umowie między inwestorem a wykonawcą.,3,"Art. 7 ust. 1 obejmuje warunki techniczne obiektów i ich usytuowania, użytkowania obiektów oraz odrębne warunki dotyczące budowli ochronnych."
Kto określa warunki techniczne dla budynków i związanych z nimi urządzeń?,Wójt każdej gminy w decyzji o warunkach zabudowy.,Projektant wybrany przez inwestora.,Minister właściwy do spraw budownictwa.,Właściwy miejscowo powiatowy inspektor nadzoru.,3,Art. 7 ust. 2 pkt 1 powierza wydanie rozporządzenia właściwemu ministrowi.
Czego mogą dotyczyć dodatkowe warunki techniczne określane przez Radę Ministrów?,Wyłącznie zabytkowych budynków użytkowanych przez administrację państwową.,Budynków służących bezpieczeństwu lub obronności państwa.,"Każdych budynków użyteczności publicznej, niezależnie od przeznaczenia.","Budynków zamieszkania zbiorowego, niezależnie od związku z obronnością.",2,Art. 8 przewiduje szczególne warunki dla budynków związanych z bezpieczeństwem lub obronnością.
Czy odstępstwo techniczne może ograniczyć dostępność budynku użyteczności publicznej dla osób ze szczególnymi potrzebami?,"Tak, jeśli dostępność zapewniono w innej części działki.","Tak, jeżeli minister zgodził się na odstępstwo techniczne.","Nie, ale tylko wtedy, gdy inwestycja korzysta ze środków publicznych.","Nie, ustawa zabrania takiego ograniczenia.",4,"Art. 9 ust. 1 nie dopuszcza, by odstępstwo ograniczało dostępność wskazanych obiektów."
Czy zwykłe odstępstwo od przepisów techniczno-budowlanych można uzyskać w postępowaniu legalizacyjnym z rozdziału 5b?,"Tak, jeśli obiekt spełnia wymagania bezpieczeństwa po zakończeniu robót.","Tak, gdy samowola dotyczy tylko części obiektu i nie ma sprzeciwu organu.","Nie, ale tylko w uproszczonej legalizacji obiektów starszych niż 20 lat.","Nie, ten tryb odstępstwa jest wyłączony.",4,Art. 9 ust. 5 wyłącza zgodę na odstępstwo w postępowaniach dotyczących samowoli budowlanej.
Jaki dokument jest potrzebny przy odstępstwie dotyczącym wymagań higienicznych i zdrowotnych?,Opinia właściwego powiatowego inspektora sanitarnego wydana po zakończeniu robót.,Zgoda organu administracji architektoniczno-budowlanej bez wymaganej opinii sanitarnej.,Pozytywna opinia państwowego wojewódzkiego inspektora sanitarnego.,Opinia rzeczoznawcy do spraw zabezpieczeń przeciwpożarowych zamiast opinii sanitarnej.,3,Art. 9 ust. 3 pkt 6 wymaga opinii wojewódzkiego inspektora sanitarnego.
Co może zrobić minister upoważniający do zgody na odstępstwo techniczne?,Zwolnić organ z obowiązku wydania postanowienia w sprawie odstępstwa.,Uzależnić odstępstwo wyłącznie od wysokości opłaty wniesionej przez inwestora.,Uzależnić upoważnienie od spełnienia dodatkowych warunków.,Udzielić zgody na odstępstwo bez sprawdzenia proponowanego rozwiązania zamiennego.,3,Art. 9 ust. 4 pozwala ministrowi postawić dodatkowe warunki przed odstępstwem.
Kiedy wyrób przeznaczony do trwałego zastosowania można stosować w robotach budowlanych?,"Gdy został użyty wcześniej w podobnym obiekcie, bez sprawdzenia jego właściwości.","Gdy nadaje się do robót, choć nie został legalnie udostępniony na rynku.",Gdy jest legalnie udostępniony na rynku i nadaje się do zamierzonego zastosowania.,"Gdy ma deklarację właściwości, choć nie nadaje się do zamierzonego zastosowania.",3,Art. 10 wiąże stosowanie wyrobu z legalnym obrotem i właściwym zastosowaniem.
Jakie elementy powinno zawierać odwołanie od decyzji wydanej na podstawie Prawa budowlanego?,"Zarzuty i dowody, ale bez określenia, czego żąda odwołujący się.","Zakres żądania i podpis, bez przedstawienia zarzutów i dowodów.",Wskazanie naruszonego przepisu bez określenia żądania i dowodów.,"Zarzuty, zakres żądania i dowody je uzasadniające.",4,"Art. 10b ust. 1 wymaga wskazania zarzutów, żądania i dowodów."
Która czynność jest samodzielną funkcją techniczną w budownictwie?,Sprawowanie nadzoru inwestorskiego nad robotami.,Sporządzanie kosztorysu robót na potrzeby inwestora.,Prowadzenie administracyjnej ewidencji dokumentów budowy.,"Wykonywanie robót zgodnie z instrukcją kierownika, bez samodzielnego kierowania.",1,Art. 12 ust. 1 pkt 4 zalicza nadzór inwestorski do samodzielnych funkcji technicznych.
Co potwierdza wymagane przygotowanie do wykonywania samodzielnej funkcji technicznej?,Zaświadczenie o praktyce zawodowej bez decyzji o nadaniu uprawnień.,Zgoda inwestora na kierowanie robotami bez wymaganych uprawnień.,Dyplom ukończenia studiów budowlanych bez sprawdzenia praktyki i egzaminu.,Decyzja o nadaniu uprawnień budowlanych przez organ samorządu zawodowego.,4,"Art. 12 ust. 2 wymaga odpowiedniego wykształcenia, praktyki i decyzji o uprawnieniach."
Jakie etapy ma postępowanie kwalifikacyjne o uprawnienia budowlane?,"Ocena samego wykształcenia, bez weryfikacji praktyki i egzaminu.",Ocena praktyki i wpis do rejestru bez egzaminu kwalifikacyjnego.,"Egzamin przed sprawdzeniem, czy kandydat spełnia warunki wykształcenia.","Ocena wykształcenia i praktyki, a potem egzamin.",4,Art. 12 ust. 3a przewiduje kwalifikowanie przygotowania zawodowego oraz egzamin.
Z jakich części składa się egzamin na uprawnienia budowlane?,Z części pisemnej w formie testu i części ustnej.,Z części pisemnej i weryfikacji projektu zamiast części ustnej.,"Z dwóch części pisemnych, bez ustnego sprawdzenia wiedzy.",Z części ustnej oraz praktyki zawodowej zaliczanej po egzaminie.,1,Art. 12 ust. 4a dzieli egzamin na część pisemną i ustną.
Jaki skutek ma negatywny wynik części pisemnej egzaminu na uprawnienia budowlane?,Zobowiązuje do powtórzenia samej praktyki na budowie.,Powoduje automatyczne nadanie uprawnień ograniczonych.,Dopuszcza do części ustnej bez żadnych warunków.,Nie dopuszcza do części ustnej.,4,Art. 12 ust. 4g uzależnia udział w części ustnej od pozytywnego wyniku pisemnego.
Po jakim minimalnym czasie można ponownie przystąpić do egzaminu po wyniku negatywnym?,Po upływie 2 lat.,Po upływie 14 dni.,Po upływie 6 miesięcy.,Po upływie 3 miesięcy.,4,Art. 12 ust. 4h pozwala powtórzyć egzamin najwcześniej po trzech miesiącach.
Co powtarza osoba z negatywnym wynikiem wyłącznie części ustnej egzaminu?,Całą praktykę zawodową od początku.,Jedynie kwalifikowanie wykształcenia.,Tylko część ustną.,Cały egzamin wraz z częścią pisemną.,3,Art. 12 ust. 4h ogranicza ponowny egzamin do części ustnej w tym przypadku.
Jak długo zachowuje ważność pozytywny wynik części pisemnej egzaminu na uprawnienia?,Przez rok od uzyskania wyniku.,Bezterminowo po uzyskaniu wyniku.,Przez 3 lata od uzyskania wyniku.,Przez 5 lat od uzyskania wyniku.,3,Art. 12 ust. 4i określa trzyletnią ważność wyniku części pisemnej.
Kiedy opłata za egzamin na uprawnienia budowlane podlega zwrotowi?,Zawsze po zakończeniu części ustnej.,Po każdym negatywnym wyniku części pisemnej.,Przy usprawiedliwionym niestawieniu się albo odstąpieniu od egzaminu.,Po samym złożeniu wniosku o zwrot bez przyczyny.,3,Art. 12 ust. 5e rozróżnia bezzwrotną opłatę za kwalifikowanie i zwrotną w uzasadnionych przypadkach opłatę egzaminacyjną.
Co dokumentuje wpis na listę członków właściwej izby przy wykonywaniu samodzielnej funkcji?,"Samo potwierdzenie opłacenia składki, bez zaświadczenia właściwej izby.","Oświadczenie inwestora o członkostwie projektanta, bez dokumentu izby.","Zaświadczenie izby z terminem ważności, z ustawowym wyjątkiem dla wpisu do rejestru.",Dokument nadania uprawnień budowlanych bez potwierdzenia członkostwa w izbie.,3,"Art. 12 ust. 7 i 7a łączy podstawę wykonywania funkcji z członkostwem, z wyjątkiem dotyczącym zaświadczenia."
Jakie informacje trafiają do centralnego rejestru osób z uprawnieniami budowlanymi?,Dane osoby oraz wyniki kontroli technicznej wszystkich jej obiektów.,Dane osoby oraz jej uprawnień lub uznanych kwalifikacji.,"Dane osoby i adresy wszystkich jej ukończonych inwestycji, bez zakresu uprawnień.","Wyłącznie numery decyzji o pozwoleniu na budowę, bez danych o uprawnieniach.",2,Art. 12 ust. 5g przewiduje wpis danych osoby i jej kwalifikacji do e-CRUB.
Czy uznane kwalifikacje zawodowe mogą stanowić podstawę wykonywania samodzielnych funkcji technicznych?,"Nie, ustawa dopuszcza wyłącznie krajowy dyplom.","Tak, lecz tylko po pięciu latach pracy bez uprawnień.","Tak, na zasadach określonych w odrębnych przepisach.","Nie, uznanie dotyczy jedynie wykonawców materiałów.",3,Art. 12a dopuszcza wykonywanie funkcji także po uznaniu odpowiednich kwalifikacji zawodowych.
Jakie zakresy mogą mieć uprawnienia budowlane?,"Do projektowania i kierowania, ale tylko bez ograniczeń.","Do projektowania lub kierowania robotami, z ograniczeniami albo bez nich.",Do wydawania decyzji administracyjnych zamiast projektowania lub kierowania.,"Wyłącznie do projektowania, bez możliwości uzyskania uprawnień do kierowania.",2,Art. 13 ust. 1 rozróżnia rodzaj i zakres uprawnień.
Co musi być określone w decyzji o uprawnieniach budowlanych?,Specjalność i data egzaminu bez określenia dopuszczonego zakresu prac.,"Specjalność, ewentualna specjalizacja i zakres objętych nimi prac.",Jedynie nazwisko i numer uprawnień bez wskazania specjalności ani zakresu.,"Wyłącznie rodzaj ukończonych studiów, bez wskazania specjalizacji i zakresu.",2,Art. 13 ust. 2 wymaga określenia specjalności i zakresu prac objętych uprawnieniem.
Jaki minimalny staż praktyki w danej specjalizacji jest wymagany do jej uzyskania?,Dziesięć lat bez konieczności posiadania uprawnień.,Rok praktyki niezależnie od zakresu uprawnień.,Dwa lata praktyki wyłącznie w urzędzie.,Pięć lat praktyki w zawodzie w ramach uprawnień bez ograniczeń.,4,Art. 14 ust. 2a wymaga pięcioletniej praktyki w danej specjalizacji.
Jaka praktyka jest wymagana do projektowania bez ograniczeń obok odpowiednich studiów drugiego stopnia?,Dwa lata wyłącznie przy projektowaniu.,Trzy lata wyłącznie na budowie.,Rok przy projektowaniu i rok na budowie.,Pół roku przy projektowaniu i brak praktyki na budowie.,3,Art. 14 ust. 3 pkt 1 wymaga dwóch odrębnych okresów rocznej praktyki.
Ile praktyki na budowie wymaga się przy łącznych uprawnieniach do projektowania i kierowania bez ograniczeń?,Półtora roku praktyki na budowie.,Rok praktyki na budowie.,Trzy lata praktyki na budowie.,Pół roku praktyki na budowie.,1,Art. 14 ust. 3 pkt 5 łączy rok praktyki projektowej z półtoraroczną praktyką budowlaną.
Kiedy praktyka zawodowa przy projektowaniu może odbywać się pod patronatem?,"Gdy patron ma uprawnienia, ale nie ma wymaganej praktyki w projektowaniu.",Gdy praktyka odbywa się tylko u inwestora bez nadzoru osoby uprawnionej.,"Gdy patron ma pięć lat praktyki, lecz brak mu właściwych uprawnień.",Gdy patron ma odpowiednie uprawnienia i co najmniej pięć lat doświadczenia projektowego.,4,Art. 14 ust. 4b dopuszcza roczną praktykę projektową pod nadzorem doświadczonego patrona.
Jaki zakres obejmuje specjalność inżynieryjna wyburzeniowa bez ograniczeń?,Projektowanie rozbiórki lub kierowanie robotami z użyciem materiałów wybuchowych.,"Projektowanie rozbiórki obiektów bez użycia materiałów wybuchowych, bez prawa kierowania.","Projektowanie robót wyburzeniowych z materiałami wybuchowymi, ale bez prawa kierowania nimi.",Wyłącznie kierowanie zwykłymi robotami ziemnymi bez robót wyburzeniowych.,1,Art. 15a ust. 17 wiąże tę specjalność z rozbiórką przy użyciu materiałów wybuchowych.
Do jakiej kubatury ograniczone uprawnienia architektoniczne obejmują obiekt w zabudowie zagrodowej?,Do 500 m³.,Bez limitu kubatury.,Do 1000 m³.,Do 2000 m³.,3,Art. 15a ust. 3 ogranicza projektowanie i kierowanie w tej specjalności do kubatury 1000 m³.
Jaką maksymalną rozpiętość elementów konstrukcyjnych dopuszczają ograniczone uprawnienia konstrukcyjno-budowlane?,Bez limitu rozpiętości i wysięgu wsporników.,"Do 6 m, przy wysięgu wsporników do 2 m.","Do 6 m, przy wysięgu wsporników do 4 m.","Do 12 m, przy wysięgu wsporników do 2 m.",2,Art. 15a ust. 5 pkt 3 określa oba ograniczenia konstrukcyjne.
Jakie napięcie i kubaturę obejmują ograniczone uprawnienia instalacyjne elektryczne?,Dowolne napięcie w każdym obiekcie.,Instalacje z przyłączami do 10 kV w obiektach do 1000 m³.,Instalacje z przyłączami do 1 kV w obiektach do 5000 m³.,Instalacje z przyłączami do 1 kV w obiektach do 1000 m³.,4,Art. 15a ust. 23 określa granicę napięcia i kubatury.
Jakie obiekty obejmuje ograniczona specjalność inżynieryjna mostowa?,Jednoprzęsłowe mosty do 21 m bez przepustów i bez innych warunków ustawowych.,Wieloprzęsłowe mosty drogowe o dowolnej rozpiętości oraz przepusty.,Jednoprzęsłowy obiekt mostowy do 21 m w określonych warunkach oraz przepust.,"Jednoprzęsłowe mosty do 50 m w każdych warunkach, bez dalszych ograniczeń.",3,Art. 15a ust. 8 ogranicza zakres do wskazanego obiektu jednoprzęsłowego i przepustu.
Czego dotyczy ograniczona specjalność inżynieryjna drogowa na drogach publicznych?,"Dróg klasy lokalnej i dojazdowej oraz dróg wewnętrznych, z ustawowymi wyłączeniami.",Tylko dróg dla ruchu statków powietrznych.,Wszystkich autostrad i dróg ekspresowych bez ograniczeń.,Wyłącznie mostów kolejowych o jednym przęśle.,1,"Art. 15a ust. 10 wskazuje drogi lokalne, dojazdowe i wewnętrzne."
Jakie ograniczenie dotyczy kolejowych uprawnień w zakresie sterowania ruchem w ograniczonym zakresie?,Nie obejmują stacji z ponad 50 rozjazdami ani linii z blokadami samoczynnymi.,"Obejmują wszystkie linie kolejowe, jeśli stacja ma mniej niż 50 rozjazdów.","Obejmują stacje z ponad 50 rozjazdami, lecz nie linie z blokadą samoczynną.",Nie obejmują stacji mających ponad 20 rozjazdów ani linii ze zwykłą blokadą.,1,Art. 15a ust. 14 wyłącza stacje z ponad 50 rozjazdami i wskazane linie.
Kto określa w rozporządzeniu rodzaje przygotowania zawodowego do samodzielnych funkcji technicznych?,Główny Inspektor Nadzoru Budowlanego po zasięgnięciu opinii izb.,Organy samorządu zawodowego odrębnie dla każdej specjalności.,Minister właściwy do spraw budownictwa bez porozumienia z ministrem nauki.,Minister właściwy do spraw budownictwa w porozumieniu z ministrem właściwym do spraw nauki.,4,Art. 16 powierza rozporządzenie właściwemu ministrowi we wskazanym porozumieniu.
Czy inwestor może zobowiązać projektanta do sprawowania nadzoru autorskiego?,"Tak, ale wyłącznie po zakończeniu budowy.","Tak, ustawa przewiduje takie uprawnienie inwestora.","Nie, nadzór autorski sprawuje tylko kierownik budowy.","Nie, może to zrobić tylko organ nadzoru budowlanego.",2,Art. 18 ust. 3 pozwala inwestorowi zobowiązać projektanta do nadzoru autorskiego.
Kiedy organ może nałożyć w pozwoleniu obowiązek nadzoru autorskiego?,Dopiero gdy po zakończeniu robót organ stwierdzi niezgodność z projektem.,Przy szczególnym skomplikowaniu obiektu lub robót albo przewidywanym wpływie na środowisko.,Wyłącznie przy budowach prowadzonych bez wymaganego pozwolenia.,"Przy każdym obiekcie wpisanym do rejestru zabytków, bez względu na zakres robót.",2,Art. 19 ust. 1 wskazuje te przesłanki nałożenia nadzoru autorskiego w pozwoleniu.
"Co ma zapewnić projektant, gdy projekt obejmuje kilka specjalności?",Wzajemną koordynację projektów dopiero po uzyskaniu pozwolenia na użytkowanie.,Udział specjalistów bez obowiązku skoordynowania ich opracowań.,Samodzielne opracowanie wszystkich specjalności przez jednego projektanta bez uprawnień.,Udział osób z odpowiednimi uprawnieniami i wzajemną koordynację ich opracowań.,4,Art. 20 ust. 1 pkt 1a i 1aa wymaga udziału specjalistów i koordynacji ich prac.
Kto uzyskuje wymagane opinie i uzgodnienia rozwiązań projektowych?,Wykonawca dopiero przy odbiorze robót.,Powiatowy inspektor nadzoru po zakończeniu budowy.,Projektant.,Wyłącznie właściciel sąsiedniej działki.,3,Art. 20 ust. 1 pkt 2 włącza wymagane opinie i uzgodnienia do obowiązków projektanta.
Kto wyjaśnia wątpliwości dotyczące przyjętych rozwiązań projektu?,Inspektor nadzoru inwestorskiego kontrolujący zgodność robót.,Projektant.,Kierownik budowy jako osoba wykonująca projekt na placu budowy.,Organ administracji architektoniczno-budowlanej wydający pozwolenie.,2,Art. 20 ust. 1 pkt 3 powierza wyjaśnianie rozwiązań autorowi projektu.
